filename	duration
3lt6w785.wav	10.0
x7x0_tlv.wav	10.0
k2do6kb5.wav	10.0
h3m0k0oe.wav	10.0
_t9_xm57.wav	10.0
lo03d5yt.wav	10.0
o6yd5u01.wav	10.0
765pox0o.wav	10.0
5l6rzd8w.wav	10.0
39578d2_.wav	10.0
b89w7_gy.wav	10.0
dbla90fb.wav	10.0
yoxwpjs6.wav	10.0
kqv_35_t.wav	10.0
l9aatft6.wav	10.0
ks2dsqyo.wav	10.0
_9xyr5no.wav	10.0
ywe49i7e.wav	10.0
razf9fm1.wav	10.0
pzts1sbg.wav	9.0
h1r55f3e.wav	10.0
16_v0s66.wav	10.0
_a3bpkj0.wav	10.0
897yh5ct.wav	10.0
dvufzkhx.wav	10.0
tfx71qd9.wav	10.0
b2h6357k.wav	10.0
jiwmv3uf.wav	10.0
37sxo490.wav	10.0
qy9gviya.wav	10.0
4wj96_kn.wav	10.0
1l8gf7wz.wav	10.0
ux4w3rx0.wav	8.0
r7hf9oiw.wav	10.0
onyf4f4z.wav	10.0
pke1u6za.wav	10.0
jysytcyf.wav	10.0
hxss54ob.wav	10.0
xamie586.wav	10.0
e8lj5w20.wav	10.0
9bs0m8vq.wav	10.0
s21qxw7o.wav	10.0
6xsfem2l.wav	10.0
cdn79nrk.wav	10.0
b9kd7pav.wav	10.0
h1y4tltx.wav	10.0
oxlyflc3.wav	10.0
kd0715vm.wav	11.0
vjegmykt.wav	10.0
p_nx0bvp.wav	10.0
8w5h3epg.wav	10.0
uorrxjoi.wav	10.0
ttxzzocr.wav	10.0
4ti3c1d3.wav	10.0
f0fye_xd.wav	10.0
xj56e6m1.wav	10.0
2v03m1ew.wav	10.0
t07hgtpy.wav	10.0
8ujj9o8d.wav	10.0
jvwo9ryf.wav	10.0
7knaau7z.wav	10.0
0ye917hj.wav	10.0
dyn6ko4l.wav	10.0
1ifs_rwa.wav	10.0
4kjng41c.wav	10.0
5cgnfezo.wav	10.0
xcvltwcz.wav	10.0
pml6afhx.wav	10.0
9d6si49g.wav	10.0
a0kzczh2.wav	10.0
7zpr_udb.wav	10.0
xggyt29k.wav	10.0
8foukfrv.wav	10.0
ehbl5mv1.wav	10.0
9410_oc8.wav	10.0
ywm_hj9j.wav	10.0
z75czrfi.wav	10.0
3gbfe_d3.wav	10.0
ljehmg91.wav	10.0
gsasfvsw.wav	10.0
qb5n9p0g.wav	10.0
7mah4umc.wav	10.0
tdry2bjh.wav	10.0
f6zfhrw6.wav	10.0
kqhkpnlk.wav	10.0
jvbxest0.wav	10.0
p8zi25vp.wav	10.0
zrf067qp.wav	10.0
yiwijxmh.wav	10.0
zy2fsbjm.wav	10.0
cl459zq4.wav	10.0
_kd5zhm0.wav	10.0
29zxo24c.wav	10.0
yflnwjvt.wav	10.0
m090e_oo.wav	10.0
h0m4dtrk.wav	10.0
h10c7eku.wav	10.0
8xds1aft.wav	10.0
mh0rdzfj.wav	10.0
d6ufurt9.wav	10.0
cg6k7xsd.wav	10.0
qms84n4s.wav	10.0
x6paysg2.wav	10.0
zbr1w22z.wav	10.0
7he7pjz8.wav	10.0
piarqttz.wav	10.0
aojt5y5t.wav	10.0
nuiqra6i.wav	10.0
xi2q2jsn.wav	10.0
3pg7slip.wav	10.0
3lm4vow1.wav	10.0
1tdtfzq_.wav	10.0
ao3desi9.wav	10.0
ofugd7ek.wav	10.0
od6g2anm.wav	10.0
sbkbzwff.wav	10.0
s07pgfw3.wav	10.0
k94ksfyh.wav	10.0
wqga4x8q.wav	10.0
ooxolzk6.wav	5.0
czxkv681.wav	7.0
puq__rmw.wav	10.0
poxaout3.wav	10.0
v21r0_67.wav	10.0
9ainh_pi.wav	10.0
fdps7_zt.wav	10.0
yxngdj4s.wav	10.0
rqush279.wav	10.0
_9ephxxu.wav	10.0
b5wf5lmm.wav	10.0
w5q_0ak_.wav	10.0
o0bx94rn.wav	10.0
fu4db3eb.wav	10.0
a39hw70w.wav	10.0
bkahjgdg.wav	10.0
rxmxp72r.wav	10.0
lsss7d_9.wav	10.0
o53rjzfa.wav	10.0
p2mdl1f9.wav	10.0
ug67mod3.wav	10.0
f5i_iap7.wav	10.0
fdql2xrp.wav	10.0
p5u382l_.wav	10.0
88v6wgl6.wav	10.0
wgqu87e2.wav	10.0
ieg55hc8.wav	10.0
gypclt30.wav	10.0
hqt9umx1.wav	10.0
20hjgtn6.wav	10.0
cs7np8xb.wav	10.0
kmzfgdo5.wav	10.0
aq02teel.wav	10.0
66rq6330.wav	10.0
zllvq7sj.wav	10.0
50r2pl4j.wav	10.0
bn8df3dl.wav	10.0
0ce_981c.wav	10.0
07oqcjhc.wav	10.0
k5uge9zc.wav	10.0
2cqo1a6i.wav	10.0
654qeb8p.wav	10.0
ahpb9es4.wav	10.0
